Date,headline,content,source,author,url,timestamp,source_type,article_id,,
22-06-2025,Apple Inc. (NASDAQ:AAPL) is American Investment Services Inc.â€™s 9th Largest Position,"American Investment Services Inc. lessened its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 27.4% during the 4th quarter, HoldingsChannel.com reports. The fund owned 54,355 shares of the iPhâ€¦ [+6201 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/22/apple-inc-nasdaqaapl-is-american-investment-services-inc-s-9th-largest-position/,2025-06-22T07:02:49Z,newsapi,ART_20250621_58,,
22-06-2025,"7,205 Shares in Apple Inc. (NASDAQ:AAPL) Bought by Arcadia Wealth Management Inc.","Arcadia Wealth Management Inc. acquired a new position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the fourth quarter, according to the company in its most recent filing with the SEC. The fund aâ€¦ [+6808 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/22/7205-shares-in-apple-inc-nasdaqaapl-bought-by-arcadia-wealth-management-inc/,2025-06-22T07:36:50Z,newsapi,ART_20250621_51,,
22-06-2025,Ghe LLC Purchases New Position in Apple Inc. (NASDAQ:AAPL),"Ghe LLC purchased a new position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the fourth quarter, HoldingsChannel reports. The fund purchased 800 shares of the iPhone makerâ€™s stock, valâ€¦ [+6630 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/22/ghe-llc-purchases-new-position-in-apple-inc-nasdaqaapl/,2025-06-22T07:02:49Z,newsapi,ART_20250621_60,,
22-06-2025,"30,895 Shares in Apple Inc. (NASDAQ:AAPL) Purchased by BridgePort Financial Solutions LLC","BridgePort Financial Solutions LLC acquired a new stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the fourth quarter, according to its most recent disclosure with the SEC. The institutional inâ€¦ [+6040 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/22/30895-shares-in-apple-inc-nasdaqaapl-purchased-by-bridgeport-financial-solutions-llc/,2025-06-22T07:02:52Z,newsapi,ART_20250621_56,,
22-06-2025,"Apple signs deal with Peter Chernin's North Road, Bloomberg says","Earnings calls, analyst events, roadshows and more",Thefly.com,NA,https://thefly.com/permalinks/entry.php/id4148291/AAPL;NFLX-Apple-signs-deal-with-Peter-Chernins-North-Road-Bloomberg-says,2025-06-22T21:14:25Z,newsapi,ART_20250621_4,,
22-06-2025,IronOak Wealth LLC. Makes New Investment in Apple Inc. (NASDAQ:AAPL),"IronOak Wealth LLC. acquired a new stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the fourth quarter, Holdings Channel.com reports. The fund acquired 9,441 shares of the iPhone makerâ€™s stock, valâ€¦ [+6860 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/22/ironoak-wealth-llc-makes-new-investment-in-apple-inc-nasdaqaapl/,2025-06-22T07:36:50Z,newsapi,ART_20250621_52,,
22-06-2025,"Apple iPhone 17 Series Will Showcase â€˜Design Revampâ€™, New Report Claims","When Apple releases the iPhone 17 series, we already know it will come with the Liquid Glass software design overhaul announced at WWDC. Now, a new report from Bloombergs Mark Gurman talks about the â€¦ [+2380 chars]",Forbes,"David Phelan, Senior Contributor, 
 David Phelan, Senior Contributor
 https://www.forbes.com/sites/davidphelan/",https://www.forbes.com/sites/davidphelan/2025/06/22/apple-iphone-17-series-will-showcase-design-revamp-new-report-claims-iphone-16-pro-max/,2025-06-22T14:30:06Z,newsapi,ART_20250621_19,,
22-06-2025,$33.28/mo for a MacBook? Meet the MacBook Upgrade Program,"With Apples latest MacBooks pushing performance further than ever, buyers are moving away from the old-school, pay-upfront model. And one company is quietly reshaping how Mac users get their next devâ€¦ [+4594 chars]",9to5Mac,Sponsored Post,https://9to5mac.com/2025/06/22/meet-the-macbook-upgrade-program/,2025-06-22T15:46:50Z,newsapi,ART_20250621_14,,
22-06-2025,A Major Rumor report from Majin Bu covers the iPhone 17 Proâ€™s new Vapor Chamber System,"In 2021, Patently Apple posted two reports regarding possible future cooling systems / vapor chambers being eyed for a future version of the iPhone Pro (01 and 02). In January 2021 Kuo stated that heâ€¦ [+5951 chars]",Patently Apple,Jack Purcher,https://www.patentlyapple.com/2025/06/a-major-rumor-report-from-majin-bu-covers-the-iphone-17-pros-new-vapor-chamber-system.html,2025-06-22T13:19:25Z,newsapi,ART_20250621_28,,
22-06-2025,iPhone Reportedly Moving to All-Screen Design in Two Stages,"Apple has long been working towards an iPhone with an all-screen design, and it might finally achieve the feat in a few more years from now.
In his Power On newsletter today, Bloomberg's Mark Gurmanâ€¦ [+1780 chars]",MacRumors,Joe Rossignol,https://www.macrumors.com/2025/06/22/iphone-all-screen-design-two-stages/,2025-06-22T22:58:19Z,newsapi,ART_20250621_1,,
22-06-2025,Apple iPhone 16 Pro: Save Up To $400 In These New Deals,"If youre looking to buy the iPhone 16 or iPhone 16 Pro from Apple, you have to pay full price. Theres no price cut and no refurbished option at all. However, Amazons Renewed Premium offers are an altâ€¦ [+2513 chars]",Forbes,"David Phelan, Senior Contributor, 
 David Phelan, Senior Contributor
 https://www.forbes.com/sites/davidphelan/",https://www.forbes.com/sites/davidphelan/2025/06/22/apple-iphone-16-pro-save-up-to-400-in-these-new-deals/,2025-06-22T18:06:43Z,newsapi,ART_20250621_9,,
22-06-2025,Total Wealth Planning & Management Inc. Makes New $3.54 Million Investment in Apple Inc. (NASDAQ:AAPL),"Total Wealth Planning &amp; Management Inc. bought a new position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the fourth quarter, HoldingsChannel reports. The institutional investor bought 14,132 shâ€¦ [+6760 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/22/total-wealth-planning-management-inc-makes-new-3-54-million-investment-in-apple-inc-nasdaqaapl/,2025-06-22T07:02:49Z,newsapi,ART_20250621_59,,
22-06-2025,Universal Beteiligungs und Servicegesellschaft mbH Makes New Investment in Apple Inc. (NASDAQ:AAPL),"Universal Beteiligungs und Servicegesellschaft mbH purchased a new position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the 4th quarter, according to its most recent Form 13F filing with the Securitâ€¦ [+6342 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/22/universal-beteiligungs-und-servicegesellschaft-mbh-makes-new-investment-in-apple-inc-nasdaqaapl/,2025-06-22T07:02:49Z,newsapi,ART_20250621_61,,
22-06-2025,"A look at Apple's conservative approach to M&A, which may need to change to catch up in AI by acquiring a startup like Perplexity, Cohere, Sierra AI, or Mistral","{ window.open(this.href, '_blank'); }, 200); return false;""&gt;How did US strikes impact global oil prices? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why are Tel Aviv shares hittâ€¦ [+775 chars]",Biztoc.com,bloomberg.com,https://biztoc.com/x/67c180c4ff4e6df6,2025-06-22T14:24:51Z,newsapi,ART_20250621_20,,
22-06-2025,"Before iOS 26, Here's What Apple Could Bring to Your iPhone With iOS 18.6","Before Apple releasesÂ iOS 26Â this fall, the company will release iOS 18.6, and the first public beta of iOS 18.6Â just became available on June 18. While iOS 26 will bring a major redesign to iPhones,â€¦ [+2427 chars]",CNET,Zachary McAuliffe,https://www.cnet.com/tech/services-and-software/before-ios-26-heres-what-apple-could-bring-to-your-iphone-with-ios-18-6/,2025-06-22T10:00:03Z,newsapi,ART_20250621_41,,
22-06-2025,iOS 26 Redesigns Photos App With New Library And Collections Tabs,"Apple is preparing to release iOS 26, and one of the major changes involves a redesign of the Photos app. The update aims to strike a balance between the previous and current layouts, potentially satâ€¦ [+2064 chars]",Ubergizmo,Paulo Montenegro,https://www.ubergizmo.com/2025/06/ios-26-redesigns-photos-app/,2025-06-22T18:00:57Z,newsapi,ART_20250621_10,,
22-06-2025,iPadOS 26: Testing the new local capture for podcasting,"If youre a creator or podcaster, Ill bet your ears perked up towards the end of the WWDC25 keynote, when Apple announced that built-in local audio and video capture during calls would be coming to iPâ€¦ [+2787 chars]",9to5Mac,Marcus Mendes,https://9to5mac.com/2025/06/22/ipados-26-testing-the-new-local-capture-for-podcasting/,2025-06-22T16:30:00Z,newsapi,ART_20250621_11,,
22-06-2025,"If you give it a chance, there's a lot to love about the iPhone's Camera Control button","Itâ€™s rare to see almost all Apple fans agree on something simultaneously, but when the Camera Control feature launched alongside the iPhone 16 line in September, hate for the additional button was swâ€¦ [+5038 chars]",TechRadar,Thomas Deehan,https://www.techradar.com/phones/iphone/if-you-give-it-a-chance-theres-a-lot-to-love-about-the-iphones-camera-control-button,2025-06-22T14:00:00Z,newsapi,ART_20250621_24,,
22-06-2025,Even MORE iOS 26 Features Discovered!,"Apple has officially introduced iOS 26 beta 1, providing a glimpse into its latest advancements and updates. This release highlights Apples ongoing efforts to innovate, offering new features aimed atâ€¦ [+6571 chars]",Geeky Gadgets,Roland Hutchinson,https://www.geeky-gadgets.com/more-ios-26-features/,2025-06-22T05:01:30Z,newsapi,ART_20250621_64,,
23-06-2025,Northstar Financial Companies Inc. Acquires New Shares in Apple Inc. (NASDAQ:AAPL),"Northstar Financial Companies Inc. acquired a new position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the 4th quarter, Holdings Channel.com reports. The institutional investor acquired 39,801 shareâ€¦ [+6087 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/northstar-financial-companies-inc-acquires-new-shares-in-apple-inc-nasdaqaapl/,2025-06-23T07:10:57Z,newsapi,ART_20250622_171,,
23-06-2025,"M1 Capital Management LLC Acquires Shares of 79,481 Apple Inc. (NASDAQ:AAPL)","M1 Capital Management LLC bought a new stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the 4th quarter, according to the company in its most recent disclosure with the Securities and Exchange â€¦ [+6120 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/m1-capital-management-llc-acquires-shares-of-79481-apple-inc-nasdaqaapl/,2025-06-23T07:42:50Z,newsapi,ART_20250622_166,,
23-06-2025,"Tech stocks, including Apple, were safety trade during Covid, but this market is different","Tech stocks have acted like a stock market safe haven at various times in recent years when volatility went up, such as during the Covid pandemic. But a recent slide in the tech stock often considereâ€¦ [+141 chars]",Biztoc.com,cnbc.com,https://biztoc.com/x/06e24152fae18831,2025-06-23T15:43:16Z,newsapi,ART_20250622_71,,
23-06-2025,Apple Inc. (NASDAQ:AAPL) Shares Bought by Triton Wealth Management PLLC,"Triton Wealth Management PLLC boosted its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 40.2% during the fourth quarter, Holdings Channel reports. The fund owned 38,055 shares of the iPhone mâ€¦ [+6107 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/apple-inc-nasdaqaapl-shares-bought-by-triton-wealth-management-pllc/,2025-06-23T07:42:50Z,newsapi,ART_20250622_165,,
23-06-2025,"Wealthedge Investment Advisors LLC Purchases Shares of 31,853 Apple Inc. (NASDAQ:AAPL)","Wealthedge Investment Advisors LLC bought a new stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the 4th quarter, Holdings Channel.com reports. The fund bought 31,853 shares of the iPhone makerâ€™s sâ€¦ [+6686 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/wealthedge-investment-advisors-llc-purchases-shares-of-31853-apple-inc-nasdaqaapl/,2025-06-23T07:10:53Z,newsapi,ART_20250622_174,,
23-06-2025,"This Tiny CarPlay Adapter Is Almost Free at Best Buy With Limited Stock, Works With Both Android and iPhone","If your car or truck is recent enough to have a factory installed Apple CarPlay and/or Android Auto wired setup for your smartphone but not quite new or high-end enough for built-in wireless, you knoâ€¦ [+2322 chars]",Gizmodo.com,Mike Fazioli,https://gizmodo.com/this-tiny-carplay-adapter-is-almost-free-at-best-buy-with-limited-stock-works-with-both-android-and-iphone-2000618497,2025-06-23T15:10:24Z,newsapi,ART_20250622_85,,
23-06-2025,Old North State Trust LLC Raises Stock Position in Apple Inc. (NASDAQ:AAPL),"Old North State Trust LLC grew its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 23.9% in the 4th quarter, according to the company in its most recent filing with the Securities and Exchange â€¦ [+6314 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/old-north-state-trust-llc-raises-stock-position-in-apple-inc-nasdaqaapl/,2025-06-23T07:10:53Z,newsapi,ART_20250622_175,,
23-06-2025,Nestegg Advisors Inc. Takes Position in Apple Inc. (NASDAQ:AAPL),"Nestegg Advisors Inc. acquired a new position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the 4th quarter, HoldingsChannel.com reports. The fund acquired 14,534 shares of the iPhone makerâ€™s stock, vâ€¦ [+5942 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/nestegg-advisors-inc-takes-position-in-apple-inc-nasdaqaapl/,2025-06-23T07:42:48Z,newsapi,ART_20250622_167,,
23-06-2025,Pomerantz Law Firm Announces the Filing of a Class Action AgainstÂ Apple Inc.Â and Certain Officers â€“ AAPL,"NEW YORK, June 23, 2025 (GLOBE NEWSWIRE) -- Pomerantz LLP announces that a class action lawsuit has been filed against Apple Inc. (Apple or the Company) (NASDAQ: AAPL) and certain officers. The classâ€¦ [+10055 chars]",GlobeNewswire,Pomerantz LLP,https://www.globenewswire.com/news-release/2025/06/23/3103556/1087/en/Pomerantz-Law-Firm-Announces-the-Filing-of-a-Class-Action-Against-Apple-Inc-and-Certain-Officers-AAPL.html,2025-06-23T14:27:00Z,newsapi,ART_20250622_111,,
23-06-2025,Apple Shareholder Suing Cupertino Company Over Delayed Siri Features Lowering Stock Price,"An Apple shareholder has filed aÂ proposed class action lawsuit against the company in a California court, over alleged violations of federal U.S. securities laws. Shareholder Eric Tucker also named Aâ€¦ [+1364 chars]",Mactrast.com,Chris Hauk,https://www.mactrast.com/2025/06/apple-shareholder-suing-cupertino-company-over-delayed-siri-features-lowering-stock-price/,2025-06-23T12:17:24Z,newsapi,ART_20250622_142,,
23-06-2025,"Snap, Charge & Go: Anker MagGo Power Bank for iPhone Down to $71 â€“ Limited Stock","Quick Deal Snapshot:
<ul><li>Product: Anker MagGo 10,000mAh Power Bank (Qi2 Certified, MagSafe-Compatible)
</li><li>Was: $89.99
</li><li>Now: $71.99 (Save 20%)
</li><li>Bonus: Built-in foldable sâ€¦ [+1412 chars]",Phandroid - News for Android,Tyler Lee,https://phandroid.com/2025/06/23/snap-charge-go-anker-maggo-power-bank-for-iphone-down-to-71-limited-stock/,2025-06-23T05:49:57Z,newsapi,ART_20250622_178,,
23-06-2025,Is Apple Looking To Catch Up In AI With Big Deal?,Apple's (AAPL) slow response to the ubiquitous artificial intelligence megatrend has been a drag on Apple stock. But the consumer electronics giant could be looking to catch up with rivals through a â€¦ [+2571 chars],Investor's Business Daily,"PATRICK SEITZ, Investor's Business Daily",https://www.investors.com/news/technology/apple-stock-possible-ai-deal-perplexity/,2025-06-23T16:04:31Z,newsapi,ART_20250622_66,,
23-06-2025,Thoma Capital Management LLC Takes $3.81 Million Position in Apple Inc. (NASDAQ:AAPL),"Thoma Capital Management LLC acquired a new position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the fourth quarter, Holdings Channel reports. The institutional investor acquired 15,223 shâ€¦ [+6197 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/thoma-capital-management-llc-takes-3-81-million-position-in-apple-inc-nasdaqaapl/,2025-06-23T07:42:48Z,newsapi,ART_20250622_168,,
23-06-2025,Campbell Deegan Wealth Management LLC Invests $2.04 Million in Apple Inc. (NASDAQ:AAPL),"Campbell Deegan Wealth Management LLC purchased a new stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the fourth quarter, Holdings Channel.com reports. The firm purchased 8,163 shareâ€¦ [+6717 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/campbell-deegan-wealth-management-llc-invests-2-04-million-in-apple-inc-nasdaqaapl/,2025-06-23T07:10:57Z,newsapi,ART_20250622_172,,
23-06-2025,Lighthouse Financial LLC Invests $2.94 Million in Apple Inc. (NASDAQ:AAPL),"Lighthouse Financial LLC bought a new stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the 4th quarter, according to its most recent filing with the Securities and Exchange Commissionâ€¦ [+6597 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/lighthouse-financial-llc-invests-2-94-million-in-apple-inc-nasdaqaapl/,2025-06-23T07:10:55Z,newsapi,ART_20250622_173,,
23-06-2025,Apple might buy Perplexity AI to bolster AI division,"Apple is still considering its AI moves, and now it seems like the startup Perplexity might be on the menu.
A new report fromÂ Bloombergâ€™sÂ Mark Gurman says that Apple is weighing the pros and cons ofâ€¦ [+2719 chars]",MobileSyrup,Brad Bennett,https://mobilesyrup.com/2025/06/23/apple-might-buy-perplexity-ai-to-bolster-ai-division/,2025-06-23T20:35:07Z,newsapi,ART_20250622_20,,
23-06-2025,"Apple iPhone 17 Series Will Showcase â€˜Design Revamp,â€™ New Report Claims","Updated June 23 with more iPhone 17 series design details, including expected colors.
When Apple releases the iPhone 17 series, we already know it will come with the Liquid Glass software design oveâ€¦ [+3537 chars]",Forbes,"David Phelan, Senior Contributor, 
 David Phelan, Senior Contributor
 https://www.forbes.com/sites/davidphelan/",https://www.forbes.com/sites/davidphelan/2025/06/23/apple-iphone-17-series-will-showcase-design-revamp-new-report-claims-iphone-16-pro-max/,2025-06-23T13:40:16Z,newsapi,ART_20250622_135,,
23-06-2025,"Deals: MacBook Air up to $400 off, 11-inch iPad $299, Apple Power Adapters from $10 each, more","While we are still tracking a $150 price drop on the 24GB M4 Mac mini, today we are turning our attention to some big-time price drops on MacBook Air. The latest M4 models are $150 off in select coloâ€¦ [+7042 chars]",9to5Mac,Justin Kahn,https://9to5mac.com/2025/06/23/deals-macbook-air-11-inch-ipad/,2025-06-23T15:45:35Z,newsapi,ART_20250622_68,,
23-06-2025,"Apple Is Facing Another Siri AI Lawsuit, This Time From Shareholders","Apple is being sued for delaying Apple Intelligence features once again. This time, the lawsuit comes in the form of a federal securities class-action on behalf of all individuals or entities who purâ€¦ [+2154 chars]",PCMag.com,Jibin Joseph,https://uk.pcmag.com/ai/158712/apple-is-facing-another-siri-ai-lawsuit-this-time-from-shareholders,2025-06-23T14:56:46Z,newsapi,ART_20250622_101,,
23-06-2025,"To catch up in AI, Apple may need to make its biggest acquisition ever","â€œApple will need to make the biggest acquisition in its history to put an end to its artificial intelligence debacle,â€ Mark Gurman writes for Bloomberg News. The next generation of products from smarâ€¦ [+2499 chars]",Macdailynews.com,MacDailyNews,https://macdailynews.com/2025/06/23/to-catch-up-in-ai-apple-may-need-to-make-its-biggest-acquisition-ever/,2025-06-23T13:54:11Z,newsapi,ART_20250622_129,,
23-06-2025,iPhone 17 Pro again tipped to get a vapor chamber â€“ here's why that'd be a big deal,"<ul><li>The iPhone 17 Pro and Pro Max are again rumored to have a vapor chamber</li><li>However, the base iPhone 17 and iPhone 17 Air might not have one</li><li>A vapor chamber could prevent overheatâ€¦ [+2359 chars]",TechRadar,James Rogerson,https://www.techradar.com/phones/iphone/iphone-17-pro-again-tipped-to-get-a-vapor-chamber-heres-why-thatd-be-a-big-deal,2025-06-23T09:48:20Z,newsapi,ART_20250622_153,,
23-06-2025,"Apple needs M&A to play 'catch up' in AI, Bloomberg's Gurman says","Earnings calls, analyst events, roadshows and more",Thefly.com,NA,https://thefly.com/permalinks/entry.php/id4148374/AAPL-Apple-needs-MampA-to-play-catch-up-in-AI-Bloombergs-Gurman-says,2025-06-23T09:57:04Z,newsapi,ART_20250622_152,,
23-06-2025,DSG Capital Advisors LLC Invests $49.90 Million in Apple Inc. (NASDAQ:AAPL),"DSG Capital Advisors LLC purchased a new position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the fourth quarter, according to the company in its most recent 13F filing with the SEC. The instituâ€¦ [+6818 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/23/dsg-capital-advisors-llc-invests-49-90-million-in-apple-inc-nasdaqaapl/,2025-06-23T07:42:48Z,newsapi,ART_20250622_169,,
23-06-2025,"Download: Beta 2 Of iPadOS 26, macOS 26, tvOS 26, watchOS 26, And visionOS 26 Released","Apple has today released beta 2 of iPadOS 26, macOS 26, tvOS 26, watchOS 26, and visionOS 26. These updates arrived two weeks after the first beta was released, and you can download them right now.
â€¦ [+1963 chars]",redmondpie.com,Taimur Asad,https://www.redmondpie.com/download-beta-2-of-ipados-26-macos-26-tvos-26-watchos-26-and-visionos-26-released/,2025-06-23T17:19:20Z,newsapi,ART_20250622_43,,
23-06-2025,Intel to Apple Silicon Transition for Mac Announced Five Years Ago,"Apple silicon was announced five years ago this week.
Following years of rumors, Apple in June 2020 unveiled its plan to transition the entire Mac lineup from Intel processors to its own custom-desiâ€¦ [+1704 chars]",MacRumors,Joe Rossignol,https://www.macrumors.com/2025/06/23/apple-silicon-announced-five-years-ago/,2025-06-23T23:00:00Z,newsapi,ART_20250622_3,,
23-06-2025,"VSCO to launch â€˜Capture,â€™ a standalone iPhone camera app with film-style filters",Visual Supply Co. is about to enter the increasingly competitive iPhone third-party camera app market. The company best known for VSCO: Photo Editor is launching a standalone camera app called Capturâ€¦ [+2269 chars],9to5Mac,Marcus Mendes,https://9to5mac.com/2025/06/23/vsco-to-launch-capture-a-standalone-iphone-camera-app-with-film-style-filters/,2025-06-23T22:56:43Z,newsapi,ART_20250622_4,,
23-06-2025,Apple releases watchOS 26 beta 2,"watchOS 26 is the next big software update coming to Apple Watch, and Apple has just released developer beta 2 for testing.
Apple Watch users will get a variety of new features this fall in watchOS â€¦ [+1237 chars]",9to5Mac,Ryan Christoffel,https://9to5mac.com/2025/06/23/apple-releases-watchos-26-beta-2/,2025-06-23T17:10:42Z,newsapi,ART_20250622_48,,
23-06-2025,Apple releases iOS 26 beta 2,"Apple has released iOS 26 beta 2. The update replaces iOS 26 beta 1 which arrived on June 9 (followed by an updated build for iPhone 15 and iPhone 16 on June 13).
The second version of the pre-releaâ€¦ [+1296 chars]",9to5Mac,Zac Hall,https://9to5mac.com/2025/06/23/ios-26-beta-2/,2025-06-23T17:06:38Z,newsapi,ART_20250622_52,,
23-06-2025,Will Apple Release an iPhone 17e? Here's What We Know,"Apple's February launch of the iPhone 16e, which replaced the iPhone SE line, marked a strategic shift in the company's flagship smartphone lineup. Starting at $599, the iPhone 16e offers a 6.1-inch â€¦ [+3264 chars]",MacRumors,Tim Hardwick,https://www.macrumors.com/2025/06/23/iphone-17e-rumors-next-year/,2025-06-23T09:33:45Z,newsapi,ART_20250622_155,,
23-06-2025,New iPhone roadmap reveals timing of three big design changes,"Were just a few months away from Apples launch of the iPhone 17 lineup. But an analyst with expertise in displays just shared a roadmap for three design changes coming with future iPhones, starting nâ€¦ [+2097 chars]",9to5Mac,Ryan Christoffel,https://9to5mac.com/2025/06/23/new-iphone-roadmap-reveals-timing-of-three-big-design-changes/,2025-06-23T15:26:45Z,newsapi,ART_20250622_76,,
24-06-2025,Forget $100 billion buybacks. Apple must make a big AI move to turn its stock around,Apple is one of the greatest stock buyback stories in history. It's time to cut it. We have long been fans of Apple's repurchase plans in addition to the margin expansion attributable to strong serviâ€¦ [+143 chars],Biztoc.com,cnbc.com,https://biztoc.com/x/49357f5c71c2fe9a,2025-06-24T18:26:56Z,newsapi,ART_20250623_25,,
24-06-2025,"A Perplexity AI Deal Could Be Just What Apple Stock Needs, Analysts Say. Others Donâ€™t Think Itâ€™s That Simple","{ window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Trumps Iran strikes impact oil prices? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Hims &amp; Hers lâ€¦ [+708 chars]",Biztoc.com,barrons.com,https://biztoc.com/x/fab933c2744d9a9f,2025-06-24T17:20:07Z,newsapi,ART_20250623_35,,
24-06-2025,"Apple May Finally Catch Up In AI: Analyst Sees Big Upside From Perplexity Deal, Smarter Siri, Google Search Rivalry","BofA Securities analyst Wamsi Mohan maintained a Buy rating on Apple Inc (NASDAQ:AAPL) with a price target of $235 on Tuesday.The rerating reflected strong capital returns, AI leadership and optionalâ€¦ [+142 chars]",Biztoc.com,benzinga.com,https://biztoc.com/x/e345b4628bb3a2e7,2025-06-24T16:58:34Z,newsapi,ART_20250623_38,,
24-06-2025,Apple stock has severely lagged the rest of the Mag 7. BofA says a rumored AI deal could turn it around.,"It's been a rough year for Apple stock, but there might be hope for a rebound with a rumored AI acquisition.
Apple has been the worst-performingMagnificent Seven stock in 2025, with shares down 20% â€¦ [+4816 chars]",Business Insider,cji@businessinsider.com (Christine Ji),https://www.businessinsider.com/apple-perplexity-ai-acquisition-investor-stock-rebound-meta-google-bofa-2025-6,2025-06-24T20:23:43Z,newsapi,ART_20250623_15,,
24-06-2025,"Hobart Private Capital LLC Acquires 2,130 Shares of Apple Inc. (NASDAQ:AAPL)","Hobart Private Capital LLC grew its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 36.6% during the 1st quarter, Holdings Channel.com reports. The institutional investor owned 7,956 â€¦ [+6843 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/24/hobart-private-capital-llc-acquires-2130-shares-of-apple-inc-nasdaqaapl/,2025-06-24T07:16:53Z,newsapi,ART_20250623_99,,
24-06-2025,"Fairtree Asset Management Pty Ltd Acquires Shares of 11,154 Apple Inc. (NASDAQ:AAPL)","Fairtree Asset Management Pty Ltd bought a new position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the fourth quarter, HoldingsChannel.com reports. The institutional investor bought 1â€¦ [+6092 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/24/fairtree-asset-management-pty-ltd-acquires-shares-of-11154-apple-inc-nasdaqaapl/,2025-06-24T07:16:51Z,newsapi,ART_20250623_103,,
24-06-2025,Apple Inc. (NASDAQ:AAPL) Shares Sold by Modus Advisors LLC,"Modus Advisors LLC lowered its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.4% during the first quarter, Holdings Channel reports. The fund owned 47,813 shares of the iPhone makerâ€™sâ€¦ [+6927 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/24/apple-inc-nasdaqaapl-shares-sold-by-modus-advisors-llc/,2025-06-24T07:16:50Z,newsapi,ART_20250623_105,,
24-06-2025,"Jacobs & Co. CA Sells 3,644 Shares of Apple Inc. (NASDAQ:AAPL)","Jacobs &amp; Co. CA lessened its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.5% during the 1st quarter, HoldingsChannel.com reports. The institutional investor owned 245,305 shaâ€¦ [+6990 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/24/jacobs-co-ca-sells-3644-shares-of-apple-inc-nasdaqaapl/,2025-06-24T07:16:53Z,newsapi,ART_20250623_98,,
24-06-2025,"Neville Rodie & Shaw Inc. Sells 32,269 Shares of Apple Inc. (NASDAQ:AAPL)","Neville Rodie &amp; Shaw Inc. cut its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 5.4% during the 1st quarter, according to its most recent disclosure with the Securities and Exchâ€¦ [+6410 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/24/neville-rodie-shaw-inc-sells-32269-shares-of-apple-inc-nasdaqaapl/,2025-06-24T07:16:54Z,newsapi,ART_20250623_97,,
